mes;marca;modelo;versao;dia;ano;vin
9;CHEVROLET;SAIL;SAIL 1.5;6;2022;LSGHD52H2ND141289
9;TOYOTA;COROLLA CROSS;COROLLA CROSS 2.0;5;2022;9BRK4AAG3N0055878
9;TOYOTA;RUSH;RUSH XEI 1.5;5;2022;MHKE8FE30NK003937
9;PEUGEOT;EXPERT;TRAVELLER L3 BLUE HDI 180 2.0 AUT;5;2022;VF3VEEHZ7CZ001586
9;TOYOTA;YARIS;NEW YARIS GLI 1.5;5;2022;MR2B29F39N1248105
9;RENAULT;EXPRESS;EXPRESS 1.5;5;2022;VF1RJK004PG189364
9;RENAULT;EXPRESS;EXPRESS 1.5;5;2022;VF1RJK008PG189383
9;HYUNDAI;CRETA;CRETA SU2I 1.5 CVT PLUS;6;2022;MALPB812EPM343022
9;CHEVROLET;ONIX;ONIX HB RS 1.0T;6;2022;9BGED48K0PG143463
9;FIAT;PULSE;PULSE IMPETUS TF200 1.0 AUT;6;2022;9BD363B32PYZ34808
9;FORD;TRANSIT VAN;TRANSIT;5;2022;WF0HXXTTGNTS73014
9;TOYOTA;RAV4;RAV4 4X4 OTTO 2.0;6;2022;JTMB43FVXPD036136
9;TOYOTA;RAV4;RAV4 OTTO 2.0;6;2022;JTMZ43FV4PD133136
9;CHEVROLET;COLORADO;COLORADO DCAB 4X4 2.8;6;2022;9BG148FK0PC404032
9;HYUNDAI;VENUE;VENUE QX 1.6;6;2022;KMHRC812APU195598
9;VOLKSWAGEN;GOL;GOL HB 1.6;5;2022;9BWAB45U8NT082511
9;HYUNDAI;GRAND I-10 Ai3 SEDAN ;GRAND I-10 AI3 SEDAN 1.2 MT PLUS;6;2022;MALB241CAPM128893
9;HYUNDAI;SOLATI;H350 5P 2.5;6;2022;KMFAB27RPNK025239
9;PEUGEOT;3008;3008 BLUE HDI 130 EAT8 1.5 AUT;5;2022;VF3MCYHZUPS003055
9;HYUNDAI;GRAND I-10 AI3 HB 1.2;GRAND I-10 AI3 HB 1.2 MT PLUS;6;2022;MALB251CAPM322453
9;HYUNDAI;HD 35;HD35 SWB 2P 2.5;6;2022;KMFVA17RPNC359516
9;CHEVROLET;COLORADO;COLORADO DCAB 4X4 2.8 AT;6;2022;9BG148PK0PC409066
9;FORD;TERRITORY;TERRITORY TITANIUM 1.5L GTDI 4X2 AT;6;2022;LJXCU2BB4NTF11958
9;FORD;TERRITORY;TERRITORY TREND 1.5L GTDI 4X2 AT;6;2022;LJXCU2BB3NTF16360
9;HYUNDAI;GRAND I-10 SEDAN;GRAND I10 SDN 1.2;6;2022;MALB241CAPM128418
9;VOLKSWAGEN;NIVUS;NIVUS TSI 1.0 AUT;5;2022;9BWCH6CH2NP037081
9;PEUGEOT;LANDTREK;LANDTREK 4X4 1.9;6;2022;VR3FDAHDLN3007707
9;TOYOTA;HILUX;HILUX DOBLE CABINA 2.4;5;2022;8AJCB3DDXP3911742
9;TOYOTA;YARIS;NEW YARIS GLI 1.5 AUT;5;2022;MR2B29F35N1249266
9;HYUNDAI;MIGHTY EX8;MIGTHY EX8 DLX EURO V;6;2022;KMFHA17SPPC069462
9;CHEVROLET;CAPTIVA;CAPTIVA 1.5 AUT;6;2022;LZWADAGA5PB009320
9;PEUGEOT;308;308 BLUEHDI 1.5 AUT;6;2022;VR3FBYHZTPY500698
9;PEUGEOT;308;308 BLUEHDI 1.5 AUT;6;2022;VR3FBYHZTPY500697
9;PEUGEOT;308;308 BLUEHDI 1.5 AUT;6;2022;VR3FBYHZTPY500696
9;VOLKSWAGEN;SAVEIRO;SAVEIRO CD 1.6;5;2022;9BWJL45U9NP048809
9;CHEVROLET;SAIL;SAIL 1.5;6;2022;LSGHD52H6ND130165
9;PEUGEOT;308;308 PURETECH 1.2 AUT;6;2022;VR3FPHNSTPY500627
9;TOYOTA;HILUX;HILUX DOBLE CABINA 2.4;5;2022;8AJJB3DDXP4237576
9;TOYOTA;RAIZE;RAIZE 1.2 AUT;5;2022;MHKAB1BA3NJ017344
9;TOYOTA;RAIZE;RAIZE 1.2 AUT;5;2022;MHKAB1BA1NJ017262
9;TOYOTA;RAV4;RAV 4 2.0;5;2022;JTMZ43FV1ND131373
9;TOYOTA;YARIS;YARIS SEDAN GLI 1.5;5;2022;MR2B29F32N1251069
9;CHEVROLET;COLORADO;COLORADO DCAB 4X4 2.8;6;2022;9BG148FK0PC404010
9;FIAT;PULSE;PULSE HB MT 1.3;6;2022;9BD363B14NYZ12827
9;FIAT;PULSE;PULSE HB MT 1.3;6;2022;9BD363B14PYZ23808
9;PEUGEOT;3008;3008 THP 165HP 1.6 AUT;5;2022;VF3M45GYWPS005800
9;TOYOTA;HILUX;HI LUX TM 4X4 2.8;6;2022;8AJBA3CD9P1727727
9;TOYOTA;HILUX;HI LUX TM 4X4 2.8;6;2022;8AJKA3CD0P3101052
9;PEUGEOT;2008;2008 PURETECH 130 1.2;5;2022;VR3USHNSKPJ511184
9;TOYOTA;HILUX;HI LUX TM 4X4 2.8;6;2022;8AJKA3CD2P3100968
9;TOYOTA;HILUX;HI LUX TM 4X4 2.8;6;2022;8AJKA3CD0P3101018
9;TOYOTA;HILUX;HI LUX TM 4X4 2.8;6;2022;8AJKA3CDXP3100782
9;TOYOTA;HILUX;HI LUX TM 4X4 2.8;6;2022;8AJKA3CD6P3100925
9;TOYOTA;HILUX;HI LUX TM 4X4 2.8;6;2022;8AJKA3CD6P3100990
9;TOYOTA;HILUX;HI LUX TM 4X4 2.8;6;2022;8AJKA3CD2P3100954
9;TOYOTA;HILUX;HI LUX TM 4X4 2.8;6;2022;8AJKA3CD1P3100850
9;TOYOTA;HILUX;HI LUX TM 4X4 2.8;6;2022;8AJKA3CD0P3100726
9;TOYOTA;HILUX;HI LUX TM 4X4 2.8;6;2022;8AJKA3CD0P3100757
9;TOYOTA;HILUX;HI LUX TM 4X4 2.8;6;2022;8AJKA3CD5P3100883
9;TOYOTA;HILUX;HI LUX TM 4X4 2.8;6;2022;8AJKA3CD3P3100798
9;PEUGEOT;208;208 PURETECH 75 1.2;6;2022;VR3UPHMGBPT000213
9;PEUGEOT;LANDTREK;LANDTREK 4X4 1.9;5;2022;VR3FDAHDLP3013163
9;CHEVROLET;SAIL;SAIL 1.5;6;2022;LSGHD52H0ND108288
9;TOYOTA;HILUX;HI LUX TM 4X4 2.8;6;2022;8AJKA3CD1P3100749
9;TOYOTA;HILUX;HI LUX TM 4X4 2.8;6;2022;8AJKA3CD6P3101296
9;PEUGEOT;LANDTREK;LANDTREK 4X4 1.9;5;2022;VR3FDAHDLN3007692
9;PEUGEOT;BOXER;BOXER HDI L2H2 2.0;6;2022;VF3YD3MFBP2V28484
9;HYUNDAI;NEW CRETA;CRETA SU2I CVT 1.5 AUT;6;2022;MALPB812EPM349936
9;HYUNDAI;NEW CRETA;CRETA SU2I CVT 1.5 AUT;6;2022;MALPB812EPM349952
9;TOYOTA;HILUX;HILUX SR 4X4 2.8;5;2022;8AJKA3CD0P3101097
9;PEUGEOT;301;301 HDI 92HP 1.6;5;2022;VF3DD9HP0PJ502106
9;RENAULT;OROCH;OROCH ZEN 1.6;6;2022;93Y9SR8P6PJ188426
9;RENAULT;OROCH;OROCH ZEN 1.6;6;2022;93Y9SR8P6PJ188428
9;RENAULT;OROCH;OROCH ZEN 1.6;6;2022;93Y9SR8P6PJ188429
9;PEUGEOT;208;208 PURETECH 130 EAT8 1.2 AUT;6;2022;VR3UPHNSSPT001223
9;TOYOTA;YARIS;YARIS HB 1.5 AUT;5;2022;MR2K29F31N1249216
9;HYUNDAI;NEW CRETA;CRETA SU2I CVT 1.5 AUT;5;2022;MALPB812EPM333508
9;TOYOTA;HILUX;HILUX DOBLE CABINA 2.4;6;2022;8AJJB3DD5P4237193
9;RENAULT;OROCH;OROCH ZEN 1.6;6;2022;93Y9SR8P6PJ188469
9;RENAULT;OROCH;OROCH ZEN 1.6;6;2022;93Y9SR8P6PJ188451
9;VOLKSWAGEN;VOYAGE;VOYAGE 1.6;6;2022;9BWDB45U6NT127460
9;FORD;TERRITORY;TERRITORY 1.5 AUT;6;2022;LJXCU2BB7NTF16183
9;PEUGEOT;RIFTER;RIFTER PURETECH 130 1.2 AUT;5;2022;VR3ERHNS3PJ508893
9;TOYOTA;RUSH;NEW RUSH XLI 1.5;5;2022;MHKE8FE20NK016255
9;CHEVROLET;ONIX;ONIX HB 4X2 1.0 AT;5;2022;9BGEY48K0PG133066
9;CHEVROLET;GROOVE;GROOVE 1.5;6;2022;LZWADAGA7PG003389
9;TOYOTA;LAND CRUISER;LAND CRUISER PRADO LTD 4X4 4.0 AUT;5;2022;JTEBU3FJ9PK227843
9;PEUGEOT;2008;2008 GT BLUEHDI 130 EAT8;6;2022;VR3UDYHZSTJ508371
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320172
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320176
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320179
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320180
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320181
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320184
9;VOLKSWAGEN;GOL;GOL HB 1.6;6;2022;9BWAB45U9NT117668
9;CHEVROLET;GROOVE;GROOVE 1.5;6;2022;LZWADAGAXPG003726
9;CHEVROLET;GROOVE;GROOVE 1.5;6;2022;LZWADAGA8PG002770
9;HYUNDAI;SOLATI;H350 SWB 2.5;6;2022;KMFAB17RPNK025714
9;FORD;BRONCO SPORT;BRONCO SPORT WILDTRAK 4X4 2.0 AUT;5;2022;3FMCR9E92NRD41255
9;VOLKSWAGEN;GOL;GOL HB 1.6;6;2022;9BWAB45U3NT121330
9;PEUGEOT;308;308 PURETECH 1.2 AUT;5;2022;VR3FPHNSTPY500191
9;HYUNDAI;SOLATI;H350 5P 2.5;5;2022;KMFAB27RPNK025251
9;PEUGEOT;301;301 HDI 92HP 1.6;2;2022;VF3DD9HP0PJ507775
9;PEUGEOT;308;308 BLUEHDI 1.5 AUT;6;2022;VR3FBYHZTPY500683
9;HYUNDAI;TUCSON NX4;TUCSON NX4 MPI 2.0;6;2022;KMHJB81DAPU150515
9;VOLKSWAGEN;DELIVERY;DELIVERY 9.170 4.600 MM MT6;6;2022;9535H5TB4PR019421
9;PEUGEOT;2008;2008 PURETECH 130 1.2;6;2022;VR3USHNSKPJ510744
9;HYUNDAI;SANTA FE TM;SANTA FE 2.5 AUT;6;2022;KMHS281KBPU439840
9;PEUGEOT;308;308 BLUEHDI 1.5 AUT;6;2022;VR3FBYHZTPY500701
9;PEUGEOT;308;308 BLUEHDI 1.5 AUT;6;2022;VR3FBYHZTPY500680
9;PEUGEOT;308;308 BLUEHDI 1.5 AUT;6;2022;VR3FBYHZTPY500679
9;PEUGEOT;308;308 BLUEHDI 1.5 AUT;6;2022;VR3FBYHZTPY500677
9;PEUGEOT;308;308 BLUEHDI 1.5 AUT;6;2022;VR3FBYHZTPY500678
9;FORD;NEW RANGER;RANGER XLS 4X4 3.2;5;2022;8AFAR23WXPJ292551
9;TOYOTA;RAV4;RAV4 OTTO 2.0;6;2022;JTMZ43FV7PD133082
9;CHEVROLET;GROOVE;GROOVE 1.5;6;2022;LZWADAGA9PG002759
9;CHEVROLET;TRACKER;TRACKER 1.2T AUT;6;2022;9BGEP76C0PB125049
9;FORD;TERRITORY;TERRITORY 1.5 AUT;6;2022;LJXCU2BB7NTF12196
9;VOLKSWAGEN;GOL;GOL HB 1.6;6;2022;9BWAB45U3NT121375
9;TOYOTA;RAIZE;RAIZE CVT 1.2 AUT;6;2022;MHKAB1BA6NJ017905
9;HYUNDAI;TUCSON NX4;TUCSON NX4 1.6T AT PLUS;6;2022;KMHJB81BGPU129230
9;HYUNDAI;ATOS AH2;ATOS AH2 HB 1.1;6;2022;MALAF51CANM184149
9;CHEVROLET;TRACKER;TRACKER 1.2T;6;2022;9BGEN76C0PB114014
9;CHEVROLET;TRACKER;TRACKER 1.2T;6;2022;9BGEA76C0PB135472
9;RENAULT;OROCH;OROCH 1.3 AUT;6;2022;93Y9SR8P6PJ188438
9;RENAULT;OROCH;OROCH 1.3 AUT;6;2022;93Y9SR5KSPJ188550
9;FORD;NEW RANGER;RANGER DCAB 4X4 3.2 AUT;6;2022;8AFAR23WXPJ286023
9;FORD;NEW RANGER;RANGER 4X2 2.5;6;2022;8AFAR22P5PJ288269
9;FORD;NEW RANGER;RANGER DCAB XLT 3.2;6;2022;8AFAR22W0PJ296965
9;CHEVROLET;TRACKER;TRACKER 1.2T AUT;6;2022;9BGEN76C0PB118355
9;CHEVROLET;TRACKER;TRACKER 1.2T;6;2022;9BGEN76C0NB190415
9;PEUGEOT;308;308 BLUEHDI 1.5 AUT;6;2022;VR3FBYHZTPY500372
9;TOYOTA;RAV4;NEW RAV 4 LE 4X4 2.0;5;2022;JTMB43FV1PD035683
9;PEUGEOT;EXPERT;TRAVELLER L3 BLUE HDI 180 2.0;6;2022;VF3VEEHTMPZ001945
9;PEUGEOT;208;208 PURETECH 75 1.2;6;2022;VR3UPHMGBPT000946
9;FORD;NEW RANGER;RANGER RAPTOR 2.0;6;2022;MPBUR2362NX381175
9;FORD;NEW RANGER;RANGER RAPTOR 2.0;6;2022;MPBUR2362NX379510
9;PEUGEOT;308;308 ALLURE PACK BLUEHDI 130 AT8;6;2022;VR3FBYHZCPY500449
9;HYUNDAI;ACCENT HCI;ACCENT HCI 1.4;6;2022;MALC741BAPM334017
9;CHEVROLET;SAIL;SAIL 1.5;6;2022;LSGHD52H6ND141571
9;CHEVROLET;SAIL;SAIL 1.5;6;2022;LSGHD52H4ND110111
9;CHEVROLET;SAIL;SAIL 1.5;6;2022;LSGHD52H7ND130241
9;CHEVROLET;SAIL;SAIL 1.5;6;2022;LSGHD54H6ND108714
9;CHEVROLET;CAPTIVA;CAPTIVA MT6 4X2 1.5;6;2022;LZWADAGA2PB010666
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;6;2022;MALB251CAPM320537
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;6;2022;MALB251CAPM320540
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;6;2022;MALB251CAPM320558
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;6;2022;MALB251CAPM323800
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320185
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320186
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320160
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320161
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320162
9;HYUNDAI;STARIA MB;STARIA US4 MB 2.2 CRDI MT 11P;6;2022;KMJYA371APU059599
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320523
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320153
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320152
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320154
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;5;2022;MALB251CAPM320155
9;TOYOTA;COROLLA;COROLLA SEDAN XEI 1.8 TA CVT;6;2022;9BRB43BE8P2116139
9;FORD;MUSTANG;MUSTANG MACH 1;7;2022;1FA6P8R08N5551722
9;HYUNDAI;PORTER;PORTER 2.5 CRDI 6M/T GL DC 2AB;7;2022;KMFZAY7KAPU968195
9;HYUNDAI;PORTER;PORTER 2.5 CRDI 6M/T GL DC 2AB;7;2022;KMFZAY7KAPU968197
9;TOYOTA;HILUX;HILUX 4X2 2.4;6;2022;8AJJB3DD3P4237127
9;FORD;TERRITORY;TERRITORY TREND 1.5L GTDI 4X2 AT;7;2022;LJXCU2BB8NTF12059
9;FORD;TERRITORY;TERRITORY TREND 1.5L GTDI 4X2 AT;7;2022;LJXCU2BB3NTF16018
9;FORD;TERRITORY;TERRITORY TREND 1.5L GTDI 4X2 AT;7;2022;LJXCU2BB4NTF15931
9;FORD;TERRITORY;TERRITORY TREND 1.5L GTDI 4X2 AT;7;2022;LJXCU2BB5NTF12228
9;HYUNDAI;ATOS AH2;ATOS AH2 1.1 MT PLUS;7;2022;MALAF51CANM186729
9;FORD;EDGE;NEW EDGE SEL 2.0 0L AWD;7;2022;2FMPK4J97NBA44219
9;FORD;TERRITORY;TERRITORY TREND 1.5L GTDI 4X2 AT;7;2022;LJXCU2BB3NTF15919
9;HYUNDAI;TUCSON NX4;TUCSON NX4 MPI 2.0;6;2022;KMHJB81DAPU162522
9;FORD;NEW RANGER;RANGER DCAB 4X4 3.2 AUT;6;2022;8AFAR23W8PJ288577
9;FORD;TERRITORY;TERRITORY 1.5 AUT;7;2022;LJXCU2BB2NTF16320
9;HYUNDAI;VENUE;VENUE QX 1.6 MT PLUS;7;2022;KMHRC812APU192180
9;TOYOTA;4RUNNER;4RUNNER 4X4 4.0 AUT;6;2022;JTEBU4JR4N6070277
9;TOYOTA;RAV4;RAV 4 4X4 2.0;6;2022;JTMB43FV6ND031884
9;HYUNDAI;STARIA MB;STARIA US4 MB 2.2 CRDI MT 11P;7;2022;KMJYA371ANU053449
9;CHEVROLET;TRACKER;TRACKER 1.2T;6;2022;9BGEN76C0PB124989
9;CHEVROLET;GROOVE;GROOVE 1.5;6;2022;LZWADAGA0PG003931
9;CHEVROLET;GROOVE;GROOVE 1.5;6;2022;LZWADAGAXPG004455
9;CHEVROLET;COLORADO;COLORADO 2.8 AUT;6;2022;9BG148MK0PC407702
9;CHEVROLET;COLORADO;COLORADO 2.8 AUT;6;2022;9BG148PK0PC407860
9;CHEVROLET;COLORADO;COLORADO 2.8 AUT;6;2022;9BG148FK0PC409148
9;VOLKSWAGEN;TAOS;TAOS TSI 1.4 AT;6;2022;8AWBJ6B21NA810478
9;VOLKSWAGEN;TAOS;TAOS TSI 1.4 AT;6;2022;8AWBJ6B23NA827301
9;HYUNDAI;PORTER;PORTER 2.5 CRDI 6M/T GL DC 2AB;7;2022;KMFZAY7KAPU968024
9;FORD;NEW RANGER;RANGER DCAB 4X4 3.2 AUT;7;2022;8AFAR23WXPJ286040
9;FORD;NEW RANGER;RANGER DCAB XLT 3.2;7;2022;8AFAR22W9PJ296964
9;HYUNDAI;ACCENT HCI;ACCENT HCI 1.4 MT PLUS;7;2022;MALC741BAPM333984
9;HYUNDAI;PORTER;PORTER 2.5 CRDI 6M/T GL DC 2AB;7;2022;KMFZAY7KAPU967865
9;TOYOTA;HILUX;NEW HILUX 4X2 2.4 MT SR;6;2022;8AJJB3DD5N4236932
9;HYUNDAI;CRETA;CRETA SU2I 1.5 CVT PLUS;7;2022;MALPB812EPM343018
9;FORD;BRONCO SPORT;BRONCO SPORT 1.5L BIG BEND;7;2022;3FMCR9B66NRD35789
9;HYUNDAI;VENUE;VENUE QX 1.6 MT VALUE;7;2022;KMHRC812APU191838
9;FORD;TERRITORY;TERRITORY TREND 1.5L GTDI 4X2 AT;7;2022;LJXCU2BB3NTF16374
9;FORD;TERRITORY;TERRITORY 1.5 AUT;7;2022;LJXCU2BB6NTF18331
9;FORD;TERRITORY;TERRITORY 1.5 AUT;7;2022;LJXCU2BB5NTF16179
9;FIAT;ARGO;ARGO HB 1.3;2;2022;9BD358A42PYL97487
9;CHEVROLET;GROOVE;GROOVE 1.5;7;2022;LZWADAGA0PG004075
9;TOYOTA;RUSH;RUSH 1.5 MT;6;2022;MHKE8FE30NK003909
9;HYUNDAI;ACCENT HCI;ACCENT HCI 1.6 AT VALUE;7;2022;MALC741CBNM334132
9;TOYOTA;RAV4;NEW RAV4 4X2 TM 2.0 LE;6;2022;JTMZ43FVXPD132699
9;TOYOTA;RAV4;NEW RAV4 4X2 TM 2.0 LE;6;2022;JTMZ43FV2ND128675
9;TOYOTA;RAIZE;RAIZE CVT 1.2 AUT;6;2022;MHKAB1BA6NJ014664
9;TOYOTA;HILUX;HILUX PICK UP 4X4 2P 2.4;6;2022;8AJDB8CB0N5513670
9;PEUGEOT;BOXER;BOXER HDI L2H2 2.0;7;2022;VF3YD3MFBP2V27635
9;HYUNDAI;ATOS AH2;ATOS AH2 1.1 MT PLUS;7;2022;MALAF51CANM186717
9;HYUNDAI;VENUE;VENUE QX 1.6;7;2022;KMHRC812APU192001
9;HYUNDAI;ATOS AH2;ATOS AH2 1.1 MT PLUS;7;2022;MALAF51CANM186832
9;HYUNDAI;ATOS AH2;ATOS AH2 1.1 MT PLUS;7;2022;MALAF51CANM186708
9;HYUNDAI;STARIA MB;STARIA US4 MB 2.2 CRDI MT 11P;7;2022;KMJYA371APU059214
9;FORD;BRONCO SPORT;BRONCO SPORT WILDTRAK 2.0L 4X4;7;2022;3FMCR9E99NRD58375
9;CHEVROLET;GROOVE;GROOVE 1.5;7;2022;LZWADAGA6PG002959
9;HYUNDAI;ATOS AH2;ATOS AH2 1.1 MT PLUS;7;2022;MALAF51CANM183914
9;HYUNDAI;ATOS AH2;ATOS AH2 1.1 MT PLUS;7;2022;MALAF51CANM186764
9;HYUNDAI;ATOS AH2;ATOS AH2 1.1 MT PLUS;7;2022;MALAF51CANM187409
9;PEUGEOT;308;308 BLUEHDI 1.5 AUT;6;2022;VR3FBYHZTPY500682
9;PEUGEOT;308;308 BLUEHDI 1.5 AUT;6;2022;VR3FBYHZTPY500681
9;HYUNDAI;NEW CRETA;CRETA SU2I 1.5 MT PLUS;7;2022;MALPB812APM317788
9;HYUNDAI;PORTER;PORTER 2.5 CRDI 6M/T GL DC 2AB;7;2022;KMFZAY7KAPU968032
9;FORD;TERRITORY;TERRITORY TREND 1.5L GTDI 4X2 AT;7;2022;LJXCU2BB5NTF16148
9;HYUNDAI;PORTER;PORTER 2.5 CRDI 6M/T GL DC 2AB;7;2022;KMFZAY7KAPU968035
9;FORD;NEW RANGER;RANGER RAPTOR 4X4 2.0 AUT;7;2022;MPBUR2360NX398248
9;FORD;NEW RANGER;RANGER RAPTOR 4X4 2.0 AUT;7;2022;MPBUR2365NX394664
9;HYUNDAI;NEW CRETA;CRETA SU2I 1.5 MT PLUS;7;2022;MALPB812APM332431
9;HYUNDAI;CRETA;CRETA SU2I 1.5 CVT PLUS;7;2022;MALPB812EPM341676
9;FORD;NEW RANGER;RANGER DCAB XLT 4X4 3.2;7;2022;8AFAR23W5PJ297897
9;FORD;EXPLORER;EXPLORER LIMITED 2.3L 4X4;7;2022;1FMSK8FH5NGA61823
9;FORD;NEW RANGER;RANGER ICA GAS LTD 4X2 2.5L;7;2022;8AFAR22P3PJ288271
9;HYUNDAI;CRETA;CRETA SU2I 1.5 CVT PLUS;7;2022;MALPB812EPM347978
9;HYUNDAI;CRETA;CRETA SU2I 1.5 CVT PLUS;7;2022;MALPB812EPM341028
9;CHEVROLET;ONIX;ONIX HB 1.0;6;2022;9BGED48K0PG134087
9;FORD;BRONCO SPORT;BRONCO SPORT 2.0L WILDTRAK;7;2022;3FMCR9E9XNRD36417
9;FORD;TERRITORY;TERRITORY 1.5 AUT;7;2022;LJXCU2BB3NTF16097
9;FORD;TERRITORY;TERRITORY 1.5 AUT;7;2022;LJXCU2BB6NTF12206
9;FORD;TERRITORY;TERRITORY 1.5 AUT;7;2022;LJXCU2BB2NTF12171
9;FORD;EDGE;EDGE SEL 2.0L AWD;7;2022;2FMPK4J98NBA32435
9;FORD;NEW RANGER;RANGER ICA DSL XLT 4X4 3.2L;7;2022;8AFAR23W0PJ292980
9;HYUNDAI;NEW CRETA;CRETA SU2I 1.5 MT PLUS;7;2022;MALPB812APM332425
9;FORD;TERRITORY;TERRITORY 1.5 AUT;7;2022;LJXCU2BB5NTF15971
9;CHEVROLET;GROOVE;GROOVE 1.5;6;2022;LZWADAGA7PG003795
9;CHEVROLET;ONIX;ONIX HB RS 1.0T;6;2022;9BGED48K0PG156913
9;FORD;NEW RANGER;RANGER RAPTOR 4X4 2.0 AUT;7;2022;MPBUR2360NX394619
9;CHEVROLET;N400 MAX;N400 MAX 1.5;7;2022;LZWCDAGAXPC800932
9;CHEVROLET;N400 MAX;N400 MAX 1.5;7;2022;LZWCDAGA0PC801975
9;FORD;TERRITORY;TERRITORY 1.5 AUT;7;2022;LJXCU2BB3NTF12762
9;PEUGEOT;308;308 PURETECH 1.2 AUT;7;2022;VR3FPHNSTPY500724
9;CHEVROLET;GROOVE;GROOVE 1.5;7;2022;LZWADAGA6PG004078
9;HYUNDAI;TUCSON NX4;TUCSON NX4 GDI 7DCT 1.6 AUT;7;2022;KMHJB81BGPU163840
9;HYUNDAI;TUCSON NX4;TUCSON NX4 2.0 MT PLUS;7;2022;KMHJB81DAPU162384
9;HYUNDAI;TUCSON NX4;TUCSON NX4 2.0 AUT;7;2022;KMHJB81DDPU162178
9;TOYOTA;YARIS;NEW YARIS SEDAN GLI E CVT 1.5L;7;2022;MR2B29F3XN1249294
9;TOYOTA;YARIS;NEW YARIS SEDAN GLI E CVT 1.5L;7;2022;MR2B29F36N1248059
9;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;7;2022;MALB251CAPM321614
9;HYUNDAI;GRAND I-10;GRAND I10 1.2;7;2022;MALB251CAPM321097
9;HYUNDAI;ATOS AH2;ATOS AH2 1.1 MT PLUS;7;2022;MALAF51CANM186757
9;HYUNDAI;ATOS AH2;ATOS AH2 1.1 MT PLUS;7;2022;MALAF51CANM187401
9;HYUNDAI;CRETA;CRETA SU2I 1.5 CVT PLUS;7;2022;MALPB812EPM349934
9;HYUNDAI;GRAND I-10 SEDAN;GRAND I10 SDN 1.2;7;2022;MALB241CAPM117225
9;HYUNDAI;ACCENT HCI;ACCENT HCI 1.4;7;2022;MALC741BAPM334020
9;HYUNDAI;I20 BI3;I20 BI3 1.4;7;2022;MALBG513APM149144
9;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;7;2022;9BRK4AAG2P0061092
9;HYUNDAI;ACCENT HCI;ACCENT HCI 1.4 MT PLUS;7;2022;MALC741BAPM334178
9;PEUGEOT;3008;3008 THP 165HP 1.6 AUT;7;2022;VF3M45GYWPS005805
9;PEUGEOT;3008;3008 BLUE HDI 130 1.5;7;2022;VF3MCYHZMPS005523
9;PEUGEOT;3008;3008 PURETECH 1.2L;7;2022;VF3MRHNSMPS004241
9;HYUNDAI;ACCENT HCI;ACCENT HCI 1.4;7;2022;MALC741BAPM334190
9;TOYOTA;RAV4;RAV4 OTTO 2.0 AUT;7;2022;JTMZ43FV6PD132697
9;HYUNDAI;ATOS AH2;ATOS AH2 HB 1.1;7;2022;MALAF51CANM184111
9;CHEVROLET;TRACKER;TRACKER 1.2T;7;2022;9BGEN76C0PB123224
9;RENAULT;OROCH;OROCH MT 1.6;7;2022;93Y9SR8P6PJ188467
9;HYUNDAI;STARIA MB;STARIA US4 CRDI 4X4 2.2 AUT;7;2022;KMHYF811DNU046835
9;CHEVROLET;TRACKER;TRACKER 1.2T AUT;6;2022;9BGEP76C0PB136493
9;CHEVROLET;CAPTIVA;CAPTIVA 1.5 AT;6;2022;LZWADAGAXPB012004
9;CHEVROLET;TRAILBLAZER;TRAILBLAZER 4X4 2.8 AUT;6;2022;9BG156YK0PC403195
9;HYUNDAI;ATOS AH2;ATOS AH2 HB 1.1;7;2022;MALAF51CANM187494
